종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
085370,루트로닉,"10,300","150","1.48","10,300","10,250","371,452","3,777,575,690","10,200","10,450","9,950","500",원(KRW),"25,639,543","264,087,292,900",
08537M,루트로닉3우C,"13,550","-100","0.73","14,000","13,550","1,179","15,584,900","13,000","13,550","13,000","500",원(KRW),"715,187","9,690,783,850",
060240,룽투코리아,"4,765","-40","0.83","4,805","4,765","149,200","714,643,750","4,805","4,835","4,750","500",원(KRW),"25,429,284","121,170,538,260",
058470,리노공업,"120,100","-1,100","0.91","120,100","120,000","39,754","4,790,510,000","121,000","121,600","120,000","500",원(KRW),"15,242,370","1,830,608,637,000",
039980,리노스,"1,170","-10","0.85","1,170","1,165","76,766","89,501,710","1,180","1,180","1,155","500",원(KRW),"41,540,606","48,602,509,020",
019570,리더스 기술투자,"519","-8","1.52","519","517","156,774","81,214,174","524","527","515","500",원(KRW),"95,888,652","49,766,210,388",
016100,리더스코스메틱,"3,890","-30","0.77","3,890","3,870","21,893","84,634,115","3,930","3,930","3,850","500",원(KRW),"18,187,414","70,749,040,460",
012700,리드코프,"6,810","20","0.29","6,810","6,800","68,852","469,592,460","6,880","6,880","6,780","500",원(KRW),"26,446,135","180,098,179,350",
302550,리메드,"32,700","350","1.08","32,750","32,700","354,840","11,881,076,900","32,350","34,500","32,300","500",원(KRW),"6,088,916","199,107,553,200",
029480,릭스솔루션,"600","-11","1.80","601","600","2,246,410","1,346,342,849","618","618","592","100",원(KRW),"79,665,776","47,799,465,600",
277070,린드먼아시아,"5,700","80","1.42","5,750","5,700","90,535","524,236,320","5,700","5,960","5,630","500",원(KRW),"13,500,000","76,950,000,000",
042500,링네트,"7,420","330","4.65","7,420","7,400","6,806,010","51,984,635,050","7,650","7,950","7,350","500",원(KRW),"15,216,878","112,909,234,760",
219420,링크제니시스,"7,040","20","0.28","7,040","7,030","95,859","675,944,640","7,020","7,190","6,900","100",원(KRW),"10,000,000","70,400,000,000",
195500,마니커에프앤지,"8,840","-160","1.78","8,840","8,830","379,479","3,376,484,190","9,090","9,090","8,630","500",원(KRW),"10,768,000","95,189,120,000",
222810,마이더스AI,"742","4","0.54","743","742","5,584,718","4,164,908,151","737","779","720","100",원(KRW),"86,846,007","64,439,737,194",
305090,마이크로디지탈,"21,350","200","0.95","21,350","21,250","50,749","1,078,590,600","21,150","21,500","21,000","500",원(KRW),"7,261,600","155,035,160,000",
098120,마이크로컨텍솔,"5,630","-270","4.58","5,630","5,610","94,091","535,426,640","5,850","5,870","5,600","500",원(KRW),"8,312,766","46,800,872,580",
147760,마이크로프랜드,"6,910","0","0.00","6,920","6,910","188,472","1,303,841,850","6,900","7,070","6,800","500",원(KRW),"10,819,866","74,765,274,060",
038290,마크로젠,"26,750","100","0.38","26,750","26,700","126,315","3,408,438,550","26,600","27,350","26,450","500",원(KRW),"10,631,654","284,396,744,500",
267980,매일유업,"70,400","0","0.00","70,500","70,400","44,885","3,178,510,200","71,000","71,400","70,300","500",원(KRW),"7,843,638","552,192,115,200",
005990,매일홀딩스,"8,470","-90","1.05","8,470","8,400","8,297","70,366,920","8,550","8,560","8,400","500",원(KRW),"13,718,304","116,194,034,880",
127160,매직마이크로,"333","-7","2.06","334","333","595,704","199,116,308","343","343","332","100",원(KRW),"69,459,738","23,130,092,754",
093520,매커스,"4,710","-80","1.67","4,715","4,710","52,026","245,519,680","4,780","4,785","4,695","500",원(KRW),"16,163,092","76,128,163,320",
141070,맥스로텍,"2,210","-115","4.95","2,210","2,205","2,712,708","6,029,589,750","2,290","2,300","2,185","500",원(KRW),"35,822,504","79,167,733,840",
100590,머큐리,"9,300","-170","1.80","9,300","9,290","105,265","982,702,990","9,470","9,470","9,270","500",원(KRW),"14,763,600","137,301,480,000",
067280,멀티캠퍼스,"33,750","-250","0.74","33,850","33,700","6,518","220,322,250","34,100","34,200","33,650","500",원(KRW),"5,926,779","200,028,791,250",
072870,메가스터디,"11,900","-50","0.42","11,950","11,900","161,227","1,956,110,850","12,300","12,350","11,900","500",원(KRW),"11,920,959","141,859,412,100",
215200,메가스터디교육,"37,700","-350","0.92","37,700","37,650","42,096","1,584,975,800","38,100","38,150","37,200","100",원(KRW),"11,841,880","446,438,876,000",
133750,메가엠디,"4,520","165","3.79","4,520","4,505","2,118,727","9,728,625,400","4,610","4,690","4,500","500",원(KRW),"23,407,077","105,799,988,040",
235980,메드팩토,"98,700","-500","0.50","98,800","98,700","189,054","18,782,846,700","98,900","100,500","97,700","500",원(KRW),"20,334,842","2,007,048,905,400",
041920,메디아나,"17,450","350","2.05","17,450","17,400","891,645","15,950,325,800","17,500","18,450","17,400","500",원(KRW),"8,650,496","150,951,155,200",
014100,메디앙스,"4,195","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"11,800,000","49,501,000,000",
054180,메디콕스,"1,635","-55","3.25","1,635","1,630","548,390","904,258,765","1,690","1,690","1,625","500",원(KRW),"43,760,276","71,548,051,260",
086900,메디톡스,"226,400","12,200","5.70","226,400","226,100","173,453","38,615,600,900","214,000","230,000","211,900","500",원(KRW),"5,977,449","1,353,294,453,600",
078160,메디포스트,"34,750","-450","1.28","34,800","34,750","312,557","10,979,788,500","35,500","35,600","34,600","500",원(KRW),"15,617,842","542,720,009,500",
065650,메디프론,"4,045","-105","2.53","4,045","4,040","186,645","755,333,690","4,150","4,150","4,000","500",원(KRW),"37,199,870","150,473,474,150",
021880,메이슨캐피탈,"390","-26","6.25","391","390","828,946","329,357,923","416","420","385","500",원(KRW),"99,184,408","38,681,919,120",
140410,메지온,"180,500","-1,900","1.04","180,600","180,300","81,600","14,671,341,200","177,800","181,900","177,600","500",원(KRW),"8,892,706","1,605,133,433,000",
241770,메카로,"13,800","200","1.47","13,800","13,750","45,064","617,095,550","13,600","13,900","13,400","500",원(KRW),"10,102,240","139,410,912,000",
059210,메타바이오메드,"2,945","-50","1.67","2,945","2,930","198,627","583,364,545","2,960","2,985","2,910","500",원(KRW),"23,862,351","70,274,623,695",
327260,메탈라이프,"20,150","-600","2.89","20,200","20,150","59,181","1,197,946,800","20,500","21,000","19,700","500",원(KRW),"3,596,588","72,471,248,200",
058110,멕아이씨에스,"40,150","1,050","2.69","40,200","40,150","199,195","8,043,701,950","40,750","41,100","39,750","500",원(KRW),"6,989,265","280,618,989,750",
096640,멜파스,"2,045","-100","4.66","2,055","2,045","426,742","881,367,165","2,180","2,195","2,010","500",원(KRW),"29,094,696","59,498,653,320",
257370,명성티엔에스,"9,220","-380","3.96","9,220","9,200","140,138","1,296,649,660","9,430","9,600","9,050","500",원(KRW),"6,440,809","59,384,258,980",
080420,모다이노칩,"3,800","-40","1.04","3,805","3,790","48,134","182,913,455","3,880","3,880","3,780","500",원(KRW),"79,721,622","302,942,163,600",
080160,모두투어,"20,650","-850","3.95","20,650","20,600","520,768","10,773,996,950","21,000","21,150","20,450","500",원(KRW),"18,900,000","390,285,000,000",
100030,모바일리더,"16,850","-350","2.03","17,000","16,850","30,393","513,774,950","17,050","17,150","16,800","500",원(KRW),"3,283,714","55,330,580,900",
087260,모바일어플라이언스,"5,170","-70","1.34","5,180","5,170","603,483","3,132,613,720","5,240","5,250","5,150","500",원(KRW),"32,462,446","167,830,845,820",
101330,모베이스,"3,905","0","0.00","3,910","3,905","937,238","3,702,063,265","3,905","4,070","3,845","500",원(KRW),"23,958,188","93,556,724,140",
012860,모베이스전자,"2,235","90","4.20","2,245","2,230","12,721,177","28,812,071,105","2,135","2,350","2,075","500",원(KRW),"52,000,000","116,220,000,000",
250060,모비스,"2,665","-20","0.74","2,675","2,665","379,259","1,018,525,745","2,685","2,720","2,645","100",원(KRW),"32,171,314","85,736,551,810",
033200,모아텍,"10,800","-450","4.00","10,850","10,800","173,333","1,923,523,900","11,100","11,500","10,800","500",원(KRW),"14,331,185","154,776,798,000",
118990,모트렉스,"6,650","-140","2.06","6,660","6,650","1,068,646","7,157,892,170","6,820","6,820","6,620","100",원(KRW),"39,001,039","259,356,909,350",
006920,모헨즈,"4,895","-195","3.83","4,895","4,885","251,602","1,247,521,150","5,090","5,120","4,880","500",원(KRW),"10,920,000","53,453,400,000",
001810,무림SP,"3,455","-220","5.99","3,455","3,450","4,102,472","14,868,875,300","3,510","3,835","3,450","500",원(KRW),"22,137,500","76,485,062,500",
279600,미디어젠,"10,600","-200","1.85","10,600","10,550","294,918","3,168,756,050","10,750","11,100","10,400","500",원(KRW),"4,638,281","49,165,778,600",
028040,미래SCI,"279","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"44,979,502","12,549,281,058",
095500,미래나노텍,"3,210","-10","0.31","3,210","3,200","123,508","395,034,455","3,255","3,275","3,170","500",원(KRW),"24,815,084","79,656,419,640",
218150,미래생명자원,"3,320","5","0.15","3,320","3,290","152,105","503,571,445","3,315","3,365","3,265","100",원(KRW),"18,671,428","61,989,140,960",
353490,미래에셋대우스팩 5호,"2,070","-20","0.96","2,070","2,060","163","339,160","2,090","2,090","2,060","100",원(KRW),"5,060,000","10,474,200,000",
328380,미래에셋대우스팩3호,"2,030","-5","0.25","2,030","2,025","415","842,650","2,040","2,040","2,030","100",원(KRW),"6,482,000","13,158,460,000",
333430,미래에셋대우스팩4호,"2,050","0","0.00","0","0","0","0","0","0","0","100",원(KRW),"4,390,000","8,999,500,000",
100790,미래에셋벤처투자,"4,875","105","2.20","4,885","4,875","798,492","3,894,427,310","4,770","4,985","4,715","1,000",원(KRW),"46,000,823","224,254,012,125",
049950,미래컴퍼니,"36,400","-1,100","2.93","36,450","36,400","63,300","2,326,688,850","37,550","37,900","36,300","500",원(KRW),"8,362,306","304,387,938,400",
213090,미래테크놀로지,"8,050","80","1.00","8,050","8,020","1,578","12,718,490","8,120","8,120","7,980","500",원(KRW),"6,120,788","49,272,343,400",
207760,미스터블루,"10,050","50","0.50","10,050","10,000","127,076","1,272,617,280","10,100","10,100","9,990","100",원(KRW),"24,746,635","248,703,681,750",
059090,미코,"14,000","-300","2.10","14,050","14,000","255,756","3,599,383,650","14,200","14,300","14,000","500",원(KRW),"31,316,603","438,432,442,000",
214610,미코바이오메드,"10,250","290","2.91","10,250","10,200","277,289","2,842,323,500","10,100","10,450","10,000","500",원(KRW),"18,068,343","185,200,515,750",
201490,미투온,"6,150","-10","0.16","6,160","6,150","179,078","1,098,931,210","6,180","6,190","6,100","500",원(KRW),"31,257,770","192,235,285,500",
950190,미투젠,"26,800","-200","0.74","26,900","26,800","20,461","549,639,600","27,000","27,000","26,700","0",홍콩달러(HKD),"12,889,592","345,441,065,600",
214180,민앤지,"17,000","-50","0.29","17,050","17,000","109,490","1,874,134,750","16,900","17,400","16,800","500",원(KRW),"12,362,476","210,162,092,000",
206640,바디텍메드,"26,800","400","1.52","26,800","26,750","371,367","10,012,033,050","27,050","27,450","26,450","1,000",원(KRW),"23,486,560","629,439,808,000",
018700,바른손,"3,250","10","0.31","3,250","3,245","418,605","1,365,822,180","3,205","3,330","3,180","1,000",원(KRW),"29,471,487","95,782,332,750",
035620,바른손이앤에이,"1,475","-10","0.67","1,475","1,470","512,286","756,126,730","1,485","1,490","1,470","500",원(KRW),"73,488,503","108,395,541,925",
064520,바른전자,"1,005","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"73,686,477","74,054,909,385",
053030,바이넥스,"29,150","200","0.69","29,200","29,150","1,231,370","36,510,210,400","29,600","30,200","29,100","500",원(KRW),"31,751,048","925,543,049,200",
301300,바이브컴퍼니,"31,300","-1,100","3.40","31,300","31,250","105,931","3,346,620,800","32,200","32,250","31,100","500",원(KRW),"5,394,170","168,837,521,000",
064550,바이오니아,"19,800","-300","1.49","19,800","19,750","639,219","12,966,814,150","20,650","20,900","19,700","500",원(KRW),"25,132,038","497,614,352,400",
208710,바이오로그디바이스,"1,680","0","0.00","1,680","1,665","286,747","477,458,640","1,680","1,700","1,640","100",원(KRW),"28,870,357","48,502,199,760",
142760,바이오리더스,"6,350","-40","0.63","6,350","6,330","307,865","1,956,027,040","6,250","6,500","6,200","500",원(KRW),"27,412,216","174,067,571,600",
086820,바이오솔루션,"29,050","-1,450","4.75","29,100","29,000","200,705","5,921,095,850","30,400","30,500","29,000","500",원(KRW),"8,091,426","235,055,925,300",
038460,바이오스마트,"7,770","-150","1.89","7,780","7,770","361,873","2,877,775,220","8,030","8,260","7,770","500",원(KRW),"20,087,800","156,082,206,000",
086040,바이오톡스텍,"16,550","-150","0.90","16,600","16,550","830,805","13,859,100,400","16,950","17,000","16,350","500",원(KRW),"14,625,123","242,045,785,650",
032980,바이온,"1,485","-5","0.34","1,485","1,475","610,317","906,911,055","1,490","1,510","1,460","500",원(KRW),"62,785,551","93,236,543,235",
043150,바텍,"22,850","-600","2.56","22,850","22,800","167,987","3,863,413,850","23,500","23,500","22,700","500",원(KRW),"14,854,256","339,419,749,600",
323990,박셀바이오,"157,000","28,000","21.71","157,100","157,000","847,947","119,351,377,000","127,200","163,000","120,100","500",원(KRW),"7,523,000","1,181,111,000,000",
267790,배럴,"8,780","-180","2.01","8,780","8,770","33,849","298,568,250","9,040","9,040","8,760","500",원(KRW),"7,885,500","69,234,690,000",
046310,백금T&A,"3,165","-150","4.52","3,165","3,160","4,609,985","15,103,071,360","3,280","3,415","3,100","500",원(KRW),"16,247,615","51,423,701,475",
036620,버추얼텍,"770","0","0.00","770","761","171,070","129,542,958","771","774","741","500",원(KRW),"69,111,364","53,215,750,280",
066410,버킷스튜디오,"2,205","-105","4.55","2,205","2,200","466,145","1,037,947,455","2,300","2,300","2,180","500",원(KRW),"34,941,142","77,045,218,110",
206400,베노홀딩스,"8,200","-60","0.73","8,210","8,170","274,714","2,260,538,490","8,260","8,330","8,170","500",원(KRW),"22,073,879","181,005,807,800",
019010,베뉴지,"1,660","30","1.84","1,660","1,650","520,594","861,530,675","1,670","1,685","1,625","500",원(KRW),"48,200,000","80,012,000,000",
177350,베셀,"3,600","-95","2.57","3,600","3,590","59,715","215,680,175","3,695","3,695","3,515","500",원(KRW),"11,192,368","40,292,524,800",
299910,베스파,"14,950","150","1.01","14,950","14,900","200,514","2,973,709,150","14,750","15,200","14,400","500",원(KRW),"8,071,688","120,671,735,600",
225530,보광산업,"5,720","-130","2.22","5,740","5,730","86,651","495,375,530","5,850","5,850","5,660","500",원(KRW),"36,338,727","207,857,518,440",
250000,보라티알,"15,350","-250","1.60","15,400","15,350","122,014","1,887,273,350","15,600","15,700","15,350","500",원(KRW),"6,750,733","103,623,751,550",
006910,보성파워텍,"2,005","-15","0.74","2,005","2,000","495,701","995,086,180","2,030","2,030","1,995","500",원(KRW),"46,073,059","92,376,483,295",
226340,본느,"2,315","-55","2.32","2,315","2,310","131,483","305,704,320","2,335","2,370","2,300","100",원(KRW),"30,699,596","71,069,564,740",
014470,부방,"2,700","-30","1.10","2,705","2,700","306,269","827,519,275","2,695","2,730","2,670","500",원(KRW),"60,052,260","162,141,102,000",
008470,부스타,"5,350","-70","1.29","5,350","5,330","40,627","218,125,700","5,420","5,420","5,340","500",원(KRW),"8,404,800","44,965,680,000",
100120,뷰웍스,"30,700","-450","1.44","30,750","30,700","35,878","1,102,384,450","31,050","31,050","30,550","500",원(KRW),"10,001,865","307,057,255,500",
337930,브랜드엑스코퍼레이션,"11,450","100","0.88","11,450","11,400","74,736","857,170,900","11,350","11,600","11,350","500",원(KRW),"19,062,968","218,270,983,600",
066980,브레인콘텐츠,"596","14","2.41","596","595","8,203,043","4,887,172,413","575","609","575","500",원(KRW),"158,418,281","94,417,295,476",
064480,브리지텍,"3,955","-5","0.13","3,955","3,930","487,033","1,961,395,065","4,095","4,125","3,920","500",원(KRW),"11,952,500","47,272,137,500",
288330,브릿지바이오테라퓨틱스,"13,100","-400","2.96","13,150","13,100","232,712","3,075,741,850","13,650","13,650","13,050","500",원(KRW),"19,161,174","251,011,379,400",
251630,브이원텍,"9,280","-130","1.38","9,280","9,260","74,658","693,637,720","9,400","9,460","9,210","500",원(KRW),"15,050,580","139,669,382,400",
018290,브이티지엠피,"8,720","-80","0.91","8,720","8,710","500,120","4,330,213,080","8,660","8,860","8,510","500",원(KRW),"34,159,521","297,871,023,120",
263920,블러썸엠앤씨,"4,555","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"13,723,172","62,509,048,460",
033560,블루콤,"5,290","-240","4.34","5,290","5,280","142,275","762,504,670","5,500","5,560","5,280","500",원(KRW),"18,088,047","95,685,768,630",
126340,비나텍,"51,400","-1,300","2.47","51,700","51,400","52,456","2,712,145,800","52,700","52,800","51,200","500",원(KRW),"4,871,300","250,384,820,000",
121800,비덴트,"8,980","140","1.58","8,990","8,980","1,338,632","12,118,110,920","9,070","9,220","8,920","500",원(KRW),"45,502,014","408,608,085,720",
148140,비디아이,"9,590","-400","4.00","9,590","9,560","1,260,928","12,092,510,990","9,990","9,990","9,290","500",원(KRW),"18,524,318","177,648,209,620",
082800,비보존 헬스케어,"2,195","-30","1.35","2,200","2,195","3,114,641","6,854,747,215","2,210","2,240","2,175","500",원(KRW),"140,651,093","308,729,149,135",
318410,비비씨,"18,450","-400","2.12","18,500","18,450","51,572","956,790,050","18,900","18,900","18,450","500",원(KRW),"5,403,683","99,697,951,350",
200780,비씨월드제약,"23,200","950","4.27","23,250","23,200","1,122,048","26,139,410,400","22,600","23,950","22,450","200",원(KRW),"8,892,384","206,303,308,800",
141000,비아트론,"10,150","-200","1.93","10,200","10,150","154,111","1,565,871,200","10,250","10,350","10,050","500",원(KRW),"12,114,710","122,964,306,500",
090460,비에이치,"20,950","-450","2.10","21,000","20,950","416,537","8,757,337,500","21,250","21,250","20,900","500",원(KRW),"33,472,688","701,252,813,600",
083650,비에이치아이,"2,545","-65","2.49","2,550","2,545","93,800","240,253,390","2,615","2,645","2,540","500",원(KRW),"26,000,000","66,170,000,000",
086670,비엠티,"10,100","-300","2.88","10,100","10,050","106,148","1,070,226,850","10,300","10,350","10,000","500",원(KRW),"8,146,529","82,279,942,900",
335890,비올,"2,580","70","2.79","2,590","2,580","211,173","540,155,820","2,510","2,605","2,490","100",원(KRW),"54,740,000","141,229,200,000",
138580,비즈니스온,"15,800","-200","1.25","15,850","15,800","38,988","621,233,400","16,000","16,150","15,800","500",원(KRW),"11,376,440","179,747,752,000",
082920,비츠로셀,"16,250","-200","1.22","16,300","16,250","35,876","585,164,250","16,450","16,500","16,200","500",원(KRW),"21,539,152","350,011,220,000",
054220,비츠로시스,"5,930","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"21,559,978","127,850,669,540",
042370,비츠로테크,"8,690","-160","1.81","8,700","8,680","375,768","3,291,685,660","8,920","8,920","8,630","500",원(KRW),"22,353,873","194,255,156,370",
032850,비트컴퓨터,"12,850","100","0.78","12,850","12,800","1,163,347","15,116,899,000","13,100","13,250","12,700","500",원(KRW),"16,623,293","213,609,315,050",
238200,비피도,"19,750","-150","0.75","19,750","19,600","17,235","340,012,800","19,800","20,000","19,450","500",원(KRW),"4,090,000","80,777,500,000",
093190,빅솔론,"4,455","-10","0.22","4,470","4,455","53,813","241,205,270","4,460","4,500","4,440","500",원(KRW),"19,238,905","85,709,321,775",
065450,빅텍,"7,190","-60","0.83","7,190","7,180","487,559","3,509,220,230","7,230","7,240","7,180","200",원(KRW),"28,652,800","206,013,632,000",
072950,빛샘전자,"6,030","-80","1.31","6,030","5,980","39,751","239,716,260","6,110","6,170","5,930","500",원(KRW),"6,000,000","36,180,000,000",
143240,사람인에이치알,"26,250","-550","2.05","26,450","26,400","17,283","459,076,850","27,050","27,050","26,250","500",원(KRW),"11,659,263","306,055,653,750",
100090,삼강엠앤티,"19,450","0","0.00","19,500","19,450","898,944","17,608,763,950","19,300","19,900","19,000","500",원(KRW),"35,092,674","682,552,509,300",
122350,삼기,"2,940","45","1.55","2,940","2,935","297,468","872,781,255","2,925","2,960","2,885","100",원(KRW),"38,087,327","111,976,741,380",
014970,삼륭물산,"10,300","-50","0.48","10,350","10,300","360,217","3,777,996,850","10,550","10,750","10,250","500",원(KRW),"15,125,000","155,787,500,000",
018310,삼목에스폼,"8,340","-10","0.12","8,340","8,300","81,718","679,617,210","8,430","8,510","8,220","500",원(KRW),"14,700,000","122,598,000,000",
053700,삼보모터스,"6,130","-50","0.81","6,130","6,120","79,009","483,272,540","6,140","6,200","6,080","500",원(KRW),"17,084,542","104,728,242,460",
009620,삼보산업,"1,560","-15","0.95","1,565","1,560","807,295","1,248,530,330","1,575","1,580","1,520","100",원(KRW),"38,092,246","59,423,903,760",
023600,삼보판지,"9,960","80","0.81","9,960","9,940","327,942","3,315,749,160","10,100","10,400","9,920","500",원(KRW),"16,170,000","161,053,200,000",
111870,삼본전자,"1,840","0","0.00","1,840","1,835","902,530","1,651,116,370","1,855","1,870","1,800","500",원(KRW),"84,255,381","155,029,901,040",
309930,삼성머스트스팩3호,"2,650","-45","1.67","2,655","2,650","79,974","214,053,860","2,695","2,730","2,615","100",원(KRW),"4,590,000","12,163,500,000",
291230,삼성스팩2호,"2,040","0","0.00","2,040","2,035","2,256","4,591,600","2,040","2,040","2,035","100",원(KRW),"7,550,000","15,402,000,000",
009300,삼아제약,"17,200","-150","0.86","17,300","17,200","10,881","186,744,700","17,350","17,400","17,000","1,000",원(KRW),"6,370,000","109,564,000,000",
225190,삼양옵틱스,"9,600","20","0.21","9,610","9,600","28,537","273,678,020","9,590","9,630","9,520","500",원(KRW),"10,092,700","96,889,920,000",
054540,삼영엠텍,"5,150","-110","2.09","5,160","5,140","80,750","417,827,100","5,270","5,270","5,150","500",원(KRW),"13,000,000","66,950,000,000",
065570,삼영이엔씨,"9,270","-100","1.07","9,290","9,260","87,627","824,639,390","9,400","9,680","9,260","500",원(KRW),"8,800,000","81,576,000,000",
032280,삼일,"2,050","-100","4.65","2,065","2,050","694,056","1,463,412,125","2,150","2,200","2,050","1,000",원(KRW),"16,213,590","33,237,859,500",
002290,삼일기업공사,"4,025","-120","2.90","4,030","4,025","220,229","890,256,335","4,140","4,140","3,990","500",원(KRW),"12,400,000","49,910,000,000",
037460,삼지전자,"12,250","-150","1.21","12,300","12,250","108,738","1,341,348,100","12,500","12,500","12,250","500",원(KRW),"16,318,522","199,901,894,500",
032750,삼진,"10,450","-150","1.42","10,500","10,400","21,969","229,270,000","10,500","10,550","10,400","500",원(KRW),"6,000,000","62,700,000,000",
054090,삼진엘앤디,"3,185","-25","0.78","3,185","3,175","265,634","841,600,895","3,190","3,215","3,150","500",원(KRW),"24,959,232","79,495,153,920",
000250,삼천당제약,"66,900","-400","0.59","66,900","66,800","413,346","28,201,007,900","67,700","70,000","66,600","500",원(KRW),"22,768,041","1,523,181,942,900",
024950,삼천리자전거,"9,160","-20","0.22","9,160","9,150","74,679","689,137,690","9,300","9,310","9,140","500",원(KRW),"13,273,577","121,585,965,320",
038500,삼표시멘트,"4,170","-165","3.81","4,175","4,170","1,098,666","4,606,766,210","4,285","4,320","4,130","500",원(KRW),"107,357,173","447,679,411,410",
017480,삼현철강,"4,245","-40","0.93","4,245","4,225","72,065","304,641,800","4,280","4,280","4,200","500",원(KRW),"15,702,890","66,658,768,050",
046390,삼화네트웍스,"1,580","-75","4.53","1,585","1,580","1,758,465","2,793,634,030","1,630","1,655","1,550","200",원(KRW),"43,172,933","68,213,234,140",
027580,상보,"1,350","-30","2.17","1,355","1,350","650,113","879,614,940","1,380","1,380","1,340","500",원(KRW),"46,710,586","63,059,291,100",
038540,상상인,"6,510","70","1.09","6,510","6,480","162,339","1,053,882,610","6,440","6,570","6,380","1,000",원(KRW),"55,328,313","360,187,317,630",
307870,상상인이안1호스팩,"2,010","0","0.00","2,010","2,000","1,068","2,136,100","2,000","2,010","2,000","100",원(KRW),"4,750,000","9,547,500,000",
329560,상상인이안제2호스팩,"2,000","0","0.00","2,000","1,995","5,084","10,142,790","1,995","2,000","1,995","100",원(KRW),"3,850,000","7,700,000,000",
101000,상상인인더스트리,"790","-2","0.25","793","791","267,164","210,159,188","796","796","783","500",원(KRW),"63,320,603","50,023,276,370",
091580,상신이디피,"13,150","-150","1.13","13,150","13,100","108,901","1,427,056,000","13,300","13,350","12,950","500",원(KRW),"13,094,591","172,193,871,650",
263810,상신전자,"4,075","-100","2.40","4,080","4,070","134,546","546,747,640","4,170","4,170","4,010","500",원(KRW),"14,244,718","58,047,225,850",
089980,상아프론테크,"42,300","-1,000","2.31","42,350","42,300","206,651","8,767,077,250","43,000","43,100","42,000","500",원(KRW),"15,724,765","665,157,559,500",
042940,상지카일룸,"1,220","-20","1.61","1,225","1,220","226,597","277,317,065","1,245","1,245","1,220","500",원(KRW),"57,609,497","70,283,586,340",
042600,새로닉스,"8,240","-20","0.24","8,250","8,240","247,866","2,025,762,890","8,210","8,410","7,930","500",원(KRW),"12,423,574","102,370,249,760",
263540,샘코,"2,015","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"17,914,945","36,098,614,175",
294630,서남,"3,620","0","0.00","3,620","3,615","853,610","3,104,750,765","3,600","3,810","3,505","500",원(KRW),"20,365,160","73,721,879,200",
038070,서린바이오,"14,250","350","2.52","14,300","14,250","723,811","10,331,277,650","14,050","14,600","13,950","500",원(KRW),"8,000,676","114,009,633,000",
006730,서부T&D,"7,300","-300","3.95","7,320","7,300","699,331","5,152,983,490","7,440","7,570","7,280","500",원(KRW),"58,140,444","424,425,241,200",
079650,서산,"2,415","-40","1.63","2,430","2,415","27,052","65,574,370","2,455","2,455","2,415","100",원(KRW),"20,000,000","48,300,000,000",
100660,서암기계공업,"5,310","-120","2.21","5,330","5,310","84,879","452,334,170","5,440","5,440","5,280","500",원(KRW),"12,600,000","66,906,000,000",
019770,서연탑메탈,"9,150","270","3.04","9,160","9,150","1,551,028","14,292,219,930","8,760","9,450","8,760","500",원(KRW),"11,650,000","106,597,500,000",
043710,서울리거,"1,180","-40","3.28","1,180","1,170","513,720","612,447,710","1,230","1,245","1,160","500",원(KRW),"36,336,718","42,877,327,240",
092190,서울바이오시스,"16,700","-200","1.18","16,750","16,700","191,507","3,207,219,000","16,950","17,000","16,600","500",원(KRW),"38,223,653","638,335,005,100",
046890,서울반도체,"19,400","-300","1.52","19,400","19,350","595,113","11,610,548,350","19,850","19,900","19,300","500",원(KRW),"58,305,400","1,131,124,760,000",
063170,서울옥션,"7,740","-220","2.76","7,740","7,730","547,334","4,172,872,350","7,860","7,900","7,390","500",원(KRW),"16,917,500","130,941,450,000",
027040,서울전자통신,"950","-37","3.75","951","950","1,077,373","1,028,346,866","938","975","938","500",원(KRW),"69,588,847","66,109,404,650",
018680,서울제약,"11,950","200","1.70","11,950","11,850","65,764","785,163,650","11,800","12,100","11,750","500",원(KRW),"8,524,523","101,868,049,850",
093920,서원인텍,"7,360","-220","2.90","7,360","7,350","168,693","1,246,307,690","7,510","7,570","7,290","500",원(KRW),"18,600,000","136,896,000,000",
189860,서전기전,"3,195","25","0.79","3,195","3,180","39,480","125,292,700","3,165","3,195","3,145","500",원(KRW),"9,698,780","30,987,602,100",
178320,서진시스템,"47,650","-1,350","2.76","47,700","47,650","287,087","13,778,582,300","48,350","48,900","47,600","500",원(KRW),"18,100,666","862,496,734,900",
122690,서진오토모티브,"2,915","-60","2.02","2,920","2,915","37,683","110,118,115","2,945","2,975","2,890","500",원(KRW),"19,541,246","56,962,732,090",
140070,서플러스글로벌,"2,830","-55","1.91","2,835","2,825","83,587","237,393,055","2,895","2,895","2,825","100",원(KRW),"36,988,000","104,676,040,000",
011370,서한,"1,520","-45","2.88","1,520","1,515","1,113,684","1,709,946,270","1,560","1,580","1,515","500",원(KRW),"100,894,865","153,360,194,800",
