,광역시도,시군구,20~39세계,20~39세여자,65세이상계,인구수 계,인구수남자,인구수여자,소멸비율,소멸위기지역,ID,y,x,여성비율,2030 여성비율,고령자 비율
190,전남,보성군,4721,2235,13817,35928,17253,18675,0.3235145111095028,1,보성,24,3,51.97895791583166,47.34166490150392,38.45747049654865
191,전남,순천시,62033,30704,38896,258508,127392,131116,1.578774167009461,0,순천,22,4,50.720287186470046,49.49623587445392,15.046342859795441
192,전남,신안군,4625,1893,12414,33248,17302,15946,0.304978250362494,1,신안,21,0,47.96077959576516,40.92972972972973,37.33758421559192
193,전남,여수시,57128,26312,47866,257459,129856,127603,1.0994024986420423,0,여수,23,4,49.56245460442245,46.05797507351912,18.59169809561911
194,전남,영광군,8339,4021,13560,46722,22997,23725,0.5930678466076696,1,영광,19,1,50.77907623817474,48.21921093656314,29.022730191344547
195,전남,영암군,9127,4164,12694,49208,25034,24174,0.6560579801481015,1,영암,23,1,49.12615834823606,45.622877177604906,25.796618436026662
196,전남,완도군,6845,3027,14341,44786,22541,22245,0.42214629384282826,1,완도,25,2,49.669539588264186,44.22205989773557,32.02116732907605
197,전남,장성군,6561,3166,11511,38235,18789,19446,0.5500825297541482,1,장성,19,2,50.85916045508042,48.25483920134126,30.10592389172224
198,전남,장흥군,5138,2460,11638,34009,16311,17698,0.4227530503522942,1,장흥,24,2,52.03916610309036,47.87855196574542,34.220353435855216
199,전남,진도군,3887,1739,9188,26956,13233,13723,0.3785372224640836,1,진도,24,0,50.9088885591334,44.73887316696681,34.085175842113074
200,전남,함평군,3847,1728,10199,27888,13806,14082,0.3388567506618296,1,함평,20,1,50.49483648881239,44.918118014036914,36.571285140562246
201,전남,해남군,9221,4520,19832,61147,29830,31317,0.45582896329164985,1,해남,23,0,51.21592228563953,49.01854462639627,32.43331643416684
202,전남,화순군,9692,4837,14657,55338,26670,28668,0.6600259261786178,1,화순,21,4,51.80526943510788,49.907139909203465,26.48632043080704
203,전북,고창군,7410,3451,16964,49705,24257,25448,0.4068615892478189,1,고창,18,1,51.19806860476813,46.57219973009447,34.12936324313449
204,전북,군산시,58341,28080,44223,253097,126535,126562,1.2699274133369514,0,군산,16,2,50.005333923357455,48.130817092610684,17.47274760269778
205,전북,김제시,12643,6020,23275,75211,36619,38592,0.5172932330827068,1,김제,17,3,51.31164324367447,47.61528118326346,30.946271157144565
206,전북,남원시,12442,6092,20231,73845,35836,38009,0.6022440808659977,1,남원,18,5,51.4713250727876,48.96318919787815,27.396573904800597
207,전북,덕진구,82008,40450,40176,303902,150420,153482,2.0136399840700916,0,전주 덕진,18,3,50.503780824081446,49.32445615061945,13.220051200716021
208,전북,무주군,3071,1449,7291,21857,10779,11078,0.39747634069400634,1,무주,16,5,50.68399139863659,47.183327906219475,33.357734364276894
209,전북,부안군,7273,3412,15492,47159,23144,24015,0.4404854118254583,1,부안,17,2,50.9234716597044,46.91324075347175,32.850569350495135
210,전북,순창군,3732,1942,8467,25304,12130,13174,0.45872209755521437,1,순창,20,3,52.06291495415745,52.036441586280816,33.46111286753082
211,전북,완산구,82950,41666,48062,324110,157102,167008,1.7338437851108983,0,전주 완산,19,3,51.52818487550523,50.23025919228451,14.828916108728517
212,전북,완주군,19047,9093,18469,86410,43862,42548,0.9846770263685094,1,완주,17,4,49.23967133433631,47.739801543550165,21.37368360143502
213,전북,익산시,64767,30694,49006,270779,134541,136238,1.2526629392319308,0,익산,16,3,50.31335517156057,47.3914184692822,18.098153845017524
214,전북,임실군,4078,1953,8782,25064,12476,12588,0.4447734001366431,1,임실,19,4,50.2234280242579,47.891123099558605,35.03830194701564
215,전북,장수군,2972,1422,6777,20084,9869,10215,0.4196547144754316,1,장수,17,5,50.86138219478191,47.84656796769852,33.743278231428
216,전북,정읍시,17454,8352,27007,99749,49037,50712,0.6185063131780649,1,정읍,18,2,50.839607414610676,47.85149535922998,27.07495814494381
217,전북,진안군,3123,1561,7722,22048,10926,11122,0.4042994042994043,1,진안,18,4,50.4444847605225,49.9839897534422,35.02358490566038
218,제주,서귀포시,34640,17328,31129,164899,82173,82726,1.1133027080857079,0,서귀포,26,5,50.16767839707943,50.02309468822171,18.877615995245574
219,제주,제주시,114518,57292,61965,458548,227688,230860,1.8491729201968854,0,제주,25,5,50.34587436865934,50.02881643060479,13.513307221926604
220,충남,계룡시,8354,4111,4456,40062,19798,20264,1.845152603231598,0,계룡,14,4,50.58159852229045,49.20995930093369,11.122759722430233
221,충남,공주시,21079,10077,24031,98934,49143,49791,0.8386667221505555,1,공주,12,4,50.32749105464249,47.805873143887275,24.289930660844604
222,충남,금산군,8222,3745,14314,48333,24142,24191,0.5232639374039402,1,금산,15,3,50.05069000475866,45.548528338603745,29.615376657770053
223,충남,논산시,21283,10059,27347,109021,53875,55146,0.735656561962921,1,논산,14,3,50.58291521816898,47.263073814781755,25.084158097981124
224,충남,당진시,37981,16874,27802,156610,81970,74640,1.2138695057909503,0,당진,12,1,47.65979183960155,44.42747689634291,17.752378519890172
225,충남,동남구,69793,34341,32604,251256,125551,125705,2.106551343393449,0,천안 동남,11,2,50.03064603432355,49.20407490722565,12.976406533575318
226,충남,보령시,17433,7920,23385,93070,46468,46602,0.6773572803078897,1,보령,13,2,50.07198882561513,45.43107898812597,25.126249059847428
227,충남,부여군,9004,4129,20327,60848,29958,30890,0.4062576868204851,1,부여,14,2,50.76584275571917,45.85739671257219,33.406192479621346
228,충남,서북구,123468,60130,30501,375397,189764,185633,3.94282154683453,0,천안 서북,11,3,49.44978249692992,48.70087796028121,8.124998335095912
229,충남,서산시,37824,17285,29258,163658,83783,79875,1.1815571809419645,0,서산,13,1,48.80604675604003,45.698498307952626,17.877525082794605
230,충남,서천군,6788,3017,17125,48065,23558,24507,0.35235036496350364,1,서천,15,2,50.98720482679705,44.44608131997643,35.62883595131592
231,충남,아산시,82081,39132,37285,298717,152655,146062,2.099074694917527,0,아산,11,1,48.896447138930824,47.67485776245416,12.481713461235886
232,충남,예산군,12312,5622,22163,73032,36332,36700,0.5073320398862969,1,예산,12,3,50.25194435316026,45.66276803118908,30.34697119071092
233,충남,청양군,4356,1929,10023,28735,14435,14300,0.3849146961987429,1,청양,13,3,49.765094832086305,44.28374655647383,34.88080737776231
234,충남,태안군,9463,4122,17252,57081,28668,28413,0.4778576396939485,1,태안,11,0,49.776633205444895,43.559125013209346,30.22371717384068
235,충남,홍성군,19959,9656,21525,94962,46923,48039,0.8971893147502904,1,홍성,12,2,50.5876034624376,48.37917731349266,22.666961521450684
236,충북,괴산군,5135,2159,11428,34160,17360,16800,0.37784389219460973,1,괴산,12,8,49.18032786885246,42.044790652385586,33.45433255269321
237,충북,단양군,3842,1746,7955,26478,13293,13185,0.43896920175989945,1,단양,11,7,49.79605710401088,45.44508068714212,30.043809955434703
238,충북,보은군,4288,1949,10025,29945,14864,15081,0.3888279301745636,1,보은,13,8,50.362330940056765,45.45242537313433,33.478043078978125
239,충북,상당구,39870,19444,25585,167873,82711,85162,1.519953097518077,0,청주 상당,14,6,50.730016143155844,48.76849761725609,15.24068790097276
240,충북,서원구,53447,25609,26464,197002,97386,99616,1.9353839177750907,0,청주 서원,14,7,50.56598410168425,47.91475667483675,13.4333661587192
241,충북,영동군,7450,3394,13433,44563,22177,22386,0.5053227127224,1,영동,15,7,50.234499472656694,45.557046979865774,30.143841303323388
242,충북,옥천군,7557,3530,13177,46182,22957,23225,0.5357820444714275,1,옥천,15,6,50.290156337967176,46.71165806536985,28.53276168204062
243,충북,음성군,18696,8489,16864,85751,44540,41211,1.006759962049336,0,음성,11,5,48.05891476484239,45.40543431750107,19.66624295926578
244,충북,제천시,26688,12484,26116,126666,63363,63303,0.9560422729361311,1,제천,10,7,49.97631566481929,46.77757793764988,20.6180032526487
245,충북,증평군,9059,4087,5720,35464,18166,17298,1.4290209790209791,0,증평,13,6,48.77622377622377,45.11535489568385,16.129032258064516
246,충북,진천군,18978,8623,12143,76197,39378,36819,1.4202421147986495,0,진천,12,5,48.3208000314973,45.43682158288544,15.936322952347206
247,충북,청원구,57755,26880,21908,188723,95997,92726,2.4538981194084353,0,청주 청원,13,7,49.13338596779407,46.5414249848498,11.608547977723966
248,충북,충주시,47183,21483,37574,201057,101311,99746,1.1435034864533986,0,충주,12,6,49.610806885609556,45.53122946824068,18.688232690232123
249,충북,흥덕구,75036,36141,26340,248926,124808,124118,2.7441913439635535,0,청주 흥덕,12,7,49.86140459413641,48.16488085718855,10.581457943324523
